"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_miss","fg_miss_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","birthdate","draft_year","injury_status","injury_details","season_year","week"
"Chris Rodriguez","WAS","RB","16174","weighted",NA,NA,NA,NA,NA,NA,326.423131487889,108.105395548269,2.87741904419926,1.32131089901514,0.480017301038062,0.29188603228033,NA,NA,NA,NA,5.0575,4.22565804607672,36.8640657439446,29.3313278216107,0.102763984500146,0.166843650476309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-09-26,2023,NA,NA,NA,NA
"Emanuel Wilson","GB","RB","16432","weighted",NA,NA,NA,NA,NA,NA,270.219127118644,146.885487628887,2.0929406779661,1.59730498660533,0.355508474576271,0.331343198865588,NA,NA,NA,NA,8.78339830508475,5.07714006208488,54.1163389830509,34.0266130591728,0.221483050847458,0.38326708946856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-05-08,2023,NA,NA,NA,NA
"Antonio Gibson","NE","RB","14852","weighted",NA,NA,NA,NA,NA,NA,251.4105,164.049585413037,0.920203389830508,0.476433745115685,0,0,NA,NA,NA,NA,17.5619576271186,9.6085790464622,140.728144067797,79.2789224408518,0.452857595137728,0.497433183581373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"Zamir White","LVR","RB","15714","weighted",NA,NA,NA,NA,NA,NA,339.591360856269,98.2917570658702,1.48178899082569,0.748726203406781,1.0625,0.425006293256396,NA,NA,NA,NA,12.9405810397554,7.13252575653613,84.847003058104,51.7214973417107,0.317150256584517,0.407200120616165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-09-18,2022,NA,NA,NA,NA
"Devin Singletary","NYG","RB","14080","weighted",NA,NA,NA,NA,NA,NA,308.56843220339,120.832907507147,1.97816949152542,1.03299151672965,0.97,0.147847571303709,NA,NA,NA,NA,13.3392118644068,6.0622824667527,86.8456694915254,36.5437749185723,0.0688991401714173,0.161088283261659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"Raheem Mostert","LVR","RB","12447","weighted",NA,NA,NA,NA,NA,NA,267.673616054525,102.19965202275,2.11562924729468,1.3713223095371,1.55264420042913,0.190894114419869,NA,NA,NA,NA,16.4703521393412,7.79462819817398,124.121643316925,57.9386361130525,0.467403144665663,0.472965150774311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Audric Estime","DEN","RB","16595","weighted",NA,NA,NA,NA,NA,NA,323.036529680365,166.170093578839,2.05433789954338,1.34350288425444,1,0,NA,NA,NA,NA,8.11324200913242,4.10121933088198,47.5936073059361,28.9913780286484,0.149315068493151,0.212132034355964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-09-06,2024,NA,NA,NA,NA
"Khalil Herbert","IND","RB","15271","weighted",NA,NA,NA,NA,NA,NA,227.284835056622,171.471572107262,1.51751846381093,1.39524885796258,0,0,NA,NA,NA,NA,8.04516986706056,5.88348477394455,48.0750664697193,33.7303554589638,0.0998818316100443,0.252151529445829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,"Q","Undisclosed",2025,0
"Will Shipley","PHI","RB","16601","weighted",NA,NA,NA,NA,NA,NA,233.666550549034,107.780371966684,1.58942384403371,0.705476382497175,0.0248643190710589,0.0155196263195692,NA,NA,NA,NA,12.3440590685346,7.08183764071934,91.7242862552064,52.723350461626,0.323457640252547,0.606676392635268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-08-29,2024,NA,NA,NA,NA
"Miles Sanders","DAL","RB","14079","weighted",NA,NA,NA,NA,NA,NA,323.131601694915,85.2929506265055,1.86391525423729,0.856603375523352,0.692161016949153,0.150459971441065,NA,NA,NA,NA,13.1478983050847,6.01633339384123,87.0804745762712,42.7273851453801,0.372226397401868,0.439760663798492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,"Q","Shoulder",2025,0
"DJ Giddens","IND","RB","17060","weighted",NA,NA,NA,NA,NA,NA,195.220749716017,136.453098072731,1.25347469392907,1.06102083614413,0,0,NA,NA,NA,NA,8.72461188943582,5.2706823322436,64.4946308216585,40.4013250610196,0.141439293809789,0.235379538260569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-08-26,2025,NA,NA,NA,NA
"Woody Marks","HOU","RB","17053","weighted",NA,NA,NA,NA,NA,NA,286.080771573604,78.6621075012645,1.81571155568827,0.768659484515416,0.1,1.52137699611647e-17,NA,NA,NA,NA,20.7830659898477,8.23467239767585,149.223106598985,62.4244677741996,0.936115855479247,0.497000967763367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-12-29,2025,NA,NA,NA,NA
"Jaleel McLaughlin","DEN","RB","16390","weighted",NA,NA,NA,NA,NA,NA,222.168640873016,139.33160196437,0.920357142857143,0.464519232376897,0.694031084656085,0.162126404701091,NA,NA,NA,NA,16.0070138888889,14.7161386662239,86.2458630952381,85.2488186197097,0.711470434238541,0.914235180562654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-02-19,2023,NA,NA,NA,NA
"AJ Dillon","PHI","RB","14805","weighted",NA,NA,NA,NA,NA,NA,155.892331920048,150.727029265897,1.17183525136281,1.24690724500336,0,0,NA,NA,NA,NA,2.88363416111448,2.7832905447769,22.7420109024833,23.4298802326711,0.0814984857662023,0.141743363890023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"Blake Corum","LAR","RB","16593","weighted",NA,NA,NA,NA,NA,NA,303.005414615676,66.5898609562058,1.75652071923976,0.799802150122223,0.342048466489966,0.309400434247398,NA,NA,NA,NA,11.2510261264672,7.49334490631301,84.0908065126846,54.9639178408359,0.216443097036791,0.39185213806068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-25,2024,NA,NA,NA,NA
"Elijah Mitchell","KC","RB","15263","weighted",NA,NA,NA,NA,NA,NA,214.646293070807,126.303987823702,1.77033650498956,1.0927159011985,0.322832260507384,0.219586035041858,NA,NA,NA,NA,8.6153502461189,3.9657623108939,55.0673305566073,22.7381061701867,0.239832810880527,0.367201122445985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"Tahj Brooks","CIN","RB","17058","weighted",NA,NA,NA,NA,NA,NA,208.407033898305,124.461300772809,1.53026271186441,0.759153226969019,0.674152542372881,0.32991829195645,NA,NA,NA,NA,9.02984745762712,5.76452184280101,70.7478220338983,45.6469599836454,0.271936214611914,0.417855590963115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-05-13,2025,NA,NA,NA,NA
"Brashard Smith","KC","RB","17049","weighted",NA,NA,NA,NA,NA,NA,163.587329949239,143.016659057344,0.87042717688403,1.0097847087276,0,0,NA,NA,NA,NA,11.0295431472081,10.5406858156885,81.4114517766497,78.4877268816657,0.416567746973838,0.695409948232802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-04-11,2025,NA,NA,NA,NA
"Isaac Guerendo","SF","RB","16688","weighted",NA,NA,NA,NA,NA,NA,280.634570238546,65.9914618790213,2.4791409887737,0.746729438376746,0.478354158778241,0.270303564971411,NA,NA,NA,NA,10.7481408557365,6.8975219125055,90.8874592957213,63.6127074799594,0.149761299469477,0.24272817778361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-06-28,2024,NA,NA,NA,NA
"Jarquez Hunter","LAR","RB","17064","weighted",NA,NA,NA,NA,NA,NA,240.263917525773,143.584573456205,1.74962511715089,1.09669821976488,0.673969072164949,0.36909252010356,NA,NA,NA,NA,10.0734536082474,8.69231689884083,83.6278350515464,71.6960638884134,0.596315213089218,0.607076484101183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-12-29,2025,NA,NA,NA,NA
"Dameon Pierce","HOU","RB","15717","weighted",NA,NA,NA,NA,NA,NA,207.99813559322,121.485754954875,1.19949152542373,0.789108403528894,0.724031476997579,0.780878090614116,NA,NA,NA,NA,6.14869249394673,2.27476786732683,38.5029539951574,20.2753098124204,0.109767864801008,0.184988797827981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-02-19,2022,NA,NA,NA,NA
"Ty Johnson","BUF","RB","14095","weighted",NA,NA,NA,NA,NA,NA,217.871127118644,80.2783992160529,0.893881355932204,0.197226390392348,0.0238559322033898,0.0162450682758638,NA,NA,NA,NA,18.0614491525424,6.34263493893715,183.527211864407,54.7261483097076,1.54250847457627,0.96029170673518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA
"Roschon Johnson","CHI","RB","16175","weighted",NA,NA,NA,NA,NA,NA,269.160008474576,70.9862344832603,3.99794915254237,1.94251228554168,0.0238559322033898,0.0162450682758638,NA,NA,NA,NA,16.5547627118644,4.79297399563798,108.212169491525,33.791902110223,0.324262711864407,0.469625250584953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-01-31,2023,"Q","Foot",2025,0
"Trevor Etienne","CAR","RB","17056","weighted",NA,NA,NA,NA,NA,NA,169.38518155054,138.665151951635,0.991658488714426,1.27075052888277,0.481812234216552,0.315165747673268,NA,NA,NA,NA,8.91182531894014,8.43788418245404,70.9730127576055,73.2571741615903,0.182847137421402,0.404965545140003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-07-09,2025,NA,NA,NA,NA
"Michael Carter","ARI","RB","15258","weighted",NA,NA,NA,NA,NA,NA,209.261232665639,179.202071556107,0.414114021571649,0.162634559672906,0,0,NA,NA,NA,NA,20.1410785824345,4.78711290863293,112.461417565485,0.657609306503494,1.10231124807396,0.424264068711928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"Jordan James","SF","RB","17055","weighted",NA,NA,NA,NA,NA,NA,126.13007518797,141.338907756945,0.506766917293233,0.577336776427891,0,0,NA,NA,NA,NA,4.42236842105263,5.25204826531546,39.1727443609023,39.2824790460213,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-03-29,2025,"Q","Finger",2025,0
"Cam Akers","NO","RB","14799","weighted",NA,NA,NA,NA,NA,NA,279.643835616438,44.5477272147525,0.950228310502283,0.0707106781186547,0.5,0,NA,NA,NA,NA,9.90958904109589,2.9698484809835,60.0821917808219,25.4558441227157,1.5972602739726,0.848528137423857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"Devin Neal","NO","RB","17046","weighted",NA,NA,NA,NA,NA,NA,167.941983050847,84.3294866851877,1.06497457627119,0.595569898679255,0.212415254237288,0.145538418155978,NA,NA,NA,NA,6.37684745762712,4.25092784267004,47.2154830508475,30.0839236282444,0.192618644067797,0.378994314983497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-08-12,2025,NA,NA,NA,NA
"Sean Tucker","TB","RB","16166","weighted",NA,NA,NA,NA,NA,NA,223.16129661017,65.6077217115303,1.31668644067797,0.423914989307512,0.667796610169492,0.660926046819164,NA,NA,2,0,6.75312711864407,3.74534427380091,58.1106016949153,34.6196766764388,0.378533898305085,0.45478058401597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-10-25,2023,NA,NA,NA,NA
"Tyler Goodson","IND","RB","15730","weighted",NA,NA,NA,NA,NA,NA,155.422960725076,144.854344603501,0.89043303121853,1.03319896754143,0,0,NA,NA,NA,NA,6.03021148036254,5.94188258468049,38.1399798590131,39.2171029358942,0.576938569989929,0.512343424382206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"Q","Elbow",2025,0
"Emari Demercado","ARI","RB","16385","weighted",NA,NA,NA,NA,NA,NA,146.051872881356,98.7321011783114,0.632552817730226,0.425933198695654,0,0,NA,NA,NA,NA,11.1500847457627,6.10837082638273,71.6337542372881,32.7557997132014,0.153234329227415,0.289691803617513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-01-20,2023,NA,NA,NA,NA
"Ronnie Rivers","LAR","RB","15726","weighted",NA,NA,NA,NA,NA,NA,206.522865947612,84.8316005389501,0.724375963020031,1.03237590053236,0,0,NA,NA,NA,NA,2.06579352850539,2.89913780286484,8.56548536209553,12.0208152801713,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-01-31,2022,"Q","Ribs",2025,0
"Ty Chandler","MIN","RB","15723","weighted",NA,NA,NA,NA,NA,NA,148.826567871962,62.9380090121191,0.787077652637819,0.433810952783577,0,0,NA,NA,NA,NA,7.89676348547718,2.88256092314483,56.6796087729698,21.3814272089964,0.067069931768448,0.102221972102398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-05-12,2022,NA,NA,NA,NA
"Kimani Vidal","LAC","RB","16757","weighted",NA,NA,NA,NA,NA,NA,170.354937759336,60.3814434947411,0.813384706579727,0.856402604363221,0.179075281564908,0.0663261141926307,NA,NA,NA,NA,7.82860699466509,5.61290592895973,66.4760047421458,46.449067151212,0.275240605921523,0.332992294788181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-08-28,2024,NA,NA,NA,NA
"Kenneth Gainwell","PIT","RB","15255","weighted",NA,NA,NA,NA,NA,NA,214.995855932203,33.009938658052,1.29822033898305,0.573891343218392,0.341101694915254,0.330622005073168,NA,NA,NA,NA,13.8976186440678,5.47983815665058,95.6620593220339,42.3963961706147,0.325627118644068,0.469659347872022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"Justice Hill","BAL","RB","14086","weighted",NA,NA,NA,NA,NA,NA,206.600666414237,29.2473594695174,1.05390673695861,0.31543390867546,0.342048466489966,0.309400434247398,NA,NA,NA,NA,31.1367739492616,9.73524273076617,254.990208254449,82.513839064528,1.74504063146244,0.666019509762927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"Hassan Haskins","LAC","RB","15720","weighted",NA,NA,NA,NA,NA,NA,165.519309309309,108.986368184283,1.29975975975976,0.43840620433566,0.830780780780781,0.247487373415292,NA,NA,NA,NA,9.43516516516516,9.41159125759295,75.3934534534535,64.9265446485488,0.980660660660661,0.0282842712474619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-11-26,2022,NA,NA,NA,NA
"Clyde Edwards-Helaire","NO","RB","14803","weighted",NA,NA,NA,NA,NA,NA,113.663762781186,112.30236013637,0.504314928425358,0.501563015321014,0.0332822085889571,0.0288901637809316,NA,NA,NA,NA,5.16427402862986,3.24068857962078,38.8173824130879,25.5793532257994,0.148159509202454,0.259004910663759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"Isaiah Davis","NYJ","RB","16752","weighted",NA,NA,NA,NA,NA,NA,153.74313559322,50.5030200835505,0.693084745762712,0.752156261146971,0,0,NA,NA,NA,NA,6.40962711864407,2.45355636347738,47.3200847457627,19.5431216150391,0.123179272812791,0.217926640072727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-02-21,2024,"Q","Ankle",2025,0
"Carson Steele","KC","RB","16612","weighted",NA,NA,NA,NA,NA,NA,126.812024169184,89.5633157700402,0.401550855991944,0.540322183882333,1.99070157771064,0.313705762727173,NA,NA,NA,NA,6.08670694864048,3.43896008102714,26.1507552870091,9.10016935687722,0.0551258811681772,0.0974815404991715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-10-21,2024,NA,NA,NA,NA
"Samaje Perine","CIN","RB","13133","weighted",NA,NA,NA,NA,NA,NA,154.167406779661,36.9595334794605,0.914737288135593,0.613927647993088,0.674152542372881,0.32991829195645,NA,NA,NA,NA,19.413279661017,3.23951806479155,168.765161016949,44.5951502922306,0.900491525423729,0.221265901393842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-09-16,2017,NA,NA,NA,NA
"Raheem Blackshear","CAR","RB","15973","weighted",NA,NA,NA,NA,NA,NA,132.06092449923,87.0236315606284,0.535839753466872,0.763675323681471,0.124036979969183,0.176776695296637,NA,NA,NA,NA,6.38083204930663,1.68291413922398,45.4538366718028,14.8987398796006,0.138921417565485,0.197989898732233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-06-05,2022,"Q","Ankle",2025,0
"Pierre Strong Jr.","CLE","RB","15733","weighted",NA,NA,NA,NA,NA,NA,152.130672782875,67.6373753211218,0.466467889908257,0.542880567654796,0.6625,0.225003331723974,NA,NA,NA,NA,12.9649847094801,1.5000294489917,93.8791131498471,15.8305933963658,0.123088685015291,0.248716417091448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-12-10,2022,"Q","Head",2025,0
"Chris Brooks","GB","RB","16387","weighted",NA,NA,NA,NA,NA,NA,91.8352513628104,71.5593550443788,0.606904906117505,0.54612380853013,0,0,NA,NA,NA,NA,3.0526953361599,3.01418834658839,19.4936402180497,18.2436167932678,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-01-11,2023,NA,NA,NA,NA
"Travis Homer","CHI","RB","14083","weighted",NA,NA,NA,NA,NA,NA,98.1282896764253,98.5211878227217,0.401879815100154,0.572756492761104,0,0,NA,NA,NA,NA,4.58295839753467,4.96388960392956,32.7914637904468,41.0334065122553,0.168690292758089,0.240416305603426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,"Q","Calf",2025,0
"Amar Johnson","GB","RB","17272","weighted",NA,NA,NA,NA,NA,NA,164,NA,1,NA,0,NA,NA,NA,NA,NA,2,NA,26,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,NA,NA,NA,NA
"Jeremy McNichols","WAS","RB","13143","weighted",NA,NA,NA,NA,NA,NA,94.9617321248741,83.3106857532435,1.28559919436052,1.09558686409465,0,0,NA,NA,NA,NA,3.31148036253776,3.42782215463205,9.68680765357503,10.5064479335979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-12-26,2017,NA,NA,NA,NA
"George Holani","SEA","RB","16608","weighted",NA,NA,NA,NA,NA,NA,56.8292433537832,88.3941449109581,0.33640081799591,0.578676606953559,0,0,NA,NA,NA,NA,3.15112474437628,2.7936143328543,15.1053169734151,14.5091334077895,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA
NA,NA,"RB","17337","weighted",NA,NA,NA,NA,NA,NA,91.1087928464978,89.8025612106915,0.512667660208644,0.707106781186547,0,0,NA,NA,NA,NA,3.43859910581222,0.636396103067893,28.0253353204173,1.41421356237309,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q","Ankle",2025,0
"Israel Abanikanda","GB","RB","16168","weighted",NA,NA,NA,NA,NA,NA,84.2752852852853,87.3489006799742,0.593873873873874,0.5939696961967,0,0,NA,NA,NA,NA,1.96615615615616,0.0494974746830584,15.8396396396396,1.69705627484771,0.0821921921921922,0.120208152801713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-10-05,2023,NA,NA,NA,NA
"Jordan Mims","TEN","RB","16424","weighted",NA,NA,NA,NA,NA,NA,133.09,NA,0.61,NA,0,NA,NA,NA,NA,NA,4.34,NA,30.8,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-05-16,2023,NA,NA,NA,NA
"Sincere McCormick","LVR","RB","15743","weighted",NA,NA,NA,NA,NA,NA,117.239002932551,14.0811205489318,0.760263929618768,0.493308381755083,0.0380131964809384,0.0246654190877542,NA,NA,NA,NA,6.0675219941349,2.2560889259572,40.1612903225806,12.0960367557094,0.00584855186888847,0.0119864390719593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-09-10,2022,NA,NA,NA,NA
"Julius Chestnut","TEN","RB","15965","weighted",NA,NA,NA,NA,NA,NA,78.8998977505113,51.1963902730436,0.461513292433538,0.506393142440462,0,0,NA,NA,NA,NA,5.70558282208589,5.98916671796908,45.2541308793456,40.2742373990152,0.202203937765099,0.269017499490197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-10-26,2022,NA,NA,NA,NA
"Kalel Mullings","TEN","RB","17050","weighted",NA,NA,NA,NA,NA,NA,84,57.9827560572969,0.5,0.707106781186548,0,0,NA,NA,NA,NA,3,1.4142135623731,22,9.89949493661167,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-10-04,2025,"Q","Ankle",2025,0
"Phil Mafah","DAL","RB","17063","weighted",NA,NA,NA,NA,NA,NA,123,NA,1,NA,0,NA,NA,NA,NA,NA,3,NA,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-10-24,2025,"Q","Shoulder",2025,0
"Craig Reynolds","DET","RB","14727","weighted",NA,NA,NA,NA,NA,NA,96.1247859922179,37.1115050618513,0.0908365758754864,0.164966532921206,0,0,NA,NA,NA,NA,7.37990272373541,7.79607810497763,64.4320622568093,59.4235707263826,0.31636186770428,0.574538614656614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"Damien Martinez","SEA","RB","17054","weighted",NA,NA,NA,NA,NA,NA,121,NA,1,NA,0,NA,NA,NA,NA,NA,5,NA,38,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-31,2025,NA,NA,NA,NA
"Jeffery Wilson","SF","RB","14017","weighted",NA,NA,NA,NA,NA,NA,114.25,NA,0.73,NA,0,NA,NA,NA,NA,NA,6.18,NA,48.79,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2018,NA,NA,NA,NA
"Eric Gray","NYG","RB","16173","weighted",NA,NA,NA,NA,NA,NA,59.3048382126348,56.0169992055983,0.228228043143297,0.325269119345812,0.349614791987673,0.0707106781186548,NA,NA,NA,NA,4.21300462249615,0.551543289325507,28.1190755007704,0.16970562748477,0.0843451463790447,0.120208152801713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-11-04,2023,"O","Undisclosed",2025,0
