"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_miss","fg_miss_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","draft_year","birthdate","injury_status","injury_details","season_year","week"
"Tyler Huntley","BAL","QB","14789","weighted",215.896103896104,94.1979884983796,1.75434565434565,0.684968601323202,0.558341658341658,0.516776653956938,30.034965034965,21.9058486864466,0,0,0.147452547452547,0.150397699294936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-02-03,NA,NA,NA,NA
"Tanner McKee","PHI","QB","15702","weighted",156.671328671329,145.47539747638,1.100999000999,0.848225530498974,0.0326673326673327,0.0574472060389462,7.8031968031968,7.67697540320062,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-04-27,NA,NA,NA,NA
"Jake Browning","TB","QB","14358","weighted",246.216783216783,84.154746909585,2.24435564435564,1.41917188470515,1.55534465534466,0.976602502662085,22.4095904095904,7.19250546301486,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-04-11,NA,NA,NA,NA
"Carson Wentz","MIN","QB","12610","weighted",209.337899543379,50.2045814642449,1.54748858447489,0.777817459305202,0.850684931506849,0.212132034355964,16.0228310502283,7.07106781186548,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1992-12-30,NA,NA,NA,NA
"Trey Lance","LAC","QB","15240","weighted",180.957042957043,49.9824162745573,0.931668331668332,0.895156740462333,0.869330669330669,0.229788824155785,31.5024975024975,11.5640233690362,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2000-05-09,NA,NA,NA,NA
"Cade Klubnik","NYJ","QB","17467","weighted",158.151428571429,60.3540571967689,1.59171428571429,1.07862067507904,1.35752380952381,1.60174056491414,25.1942857142857,29.5201447916369,0,0,0.885428571428571,0.881823043862002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-10-10,NA,NA,NA,NA
"Tyson Bagent","CHI","QB","16384","weighted",144.18,60.1248419375912,0.875428571428571,0.227078036858746,0.0622857142857143,0.113539018429373,7.68666666666667,5.60790570978946,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-06-08,NA,NA,NA,NA
"Will Howard","PIT","QB","17036","weighted",145.557399723375,60.1040764008565,1,0,0.524204702627939,0.707106781186547,7.47579529737206,0.707106781186547,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2001-09-24,NA,NA,NA,NA
"Kyle Allen","BUF","QB","13879","weighted",97.0952380952381,90.2305967548452,0.688571428571429,0.567695092146864,0.360952380952381,0.58877990581834,4.70571428571429,1.54330584341943,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1996-03-08,NA,NA,NA,NA
"Mitchell Trubisky","TEN","QB","13115","weighted",101.574425574426,79.6979899878747,0.738661338661339,0.459577648311569,0.0326673326673327,0.0574472060389462,10.3146853146853,11.3041832029328,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1994-08-20,NA,NA,NA,NA
"Teddy Bridgewater","DET","QB","11640","weighted",88.9761549925484,110.308657865101,0.658867362146051,0.494974746830583,0.0487332339791356,0.0707106781186548,6.66467958271237,9.19238815542512,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1992-11-10,NA,NA,NA,NA
"Joshua Dobbs","FA","QB","13119","weighted",147.80118694362,20.5060966544099,1,0,0,0,12.4480712166172,3.53553390593274,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-01-26,NA,NA,NA,NA
"Drew Lock","SEA","QB","14057","weighted",115.140089418778,63.6396103067893,1.14619970193741,0.212132034355964,0.756333830104322,0.353553390593274,12.2280178837556,12.7279220613579,0,0,0.0974664679582712,0.14142135623731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-11-10,NA,NA,NA,NA
"Shane Buechele","BUF","QB","15248","weighted",78.3621460506706,103.944696834422,0.512667660208644,0.707106781186547,0,0,10.2533532041729,14.1421356237309,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-01-08,NA,NA,NA,NA
"Will Levis","TEN","QB","16149","weighted",129.69001490313,10.6066017177982,1.14619970193741,0.212132034355964,0.194932935916542,0.282842712474619,13.1520119225037,8.48528137423857,0,0,0.146199701937407,0.212132034355964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1999-06-27,NA,NA,NA,NA
"Brady Cook","NYJ","QB","17040","weighted",64.4441132637854,80.6101730552664,0.561400894187779,0.636396103067893,0.561400894187779,0.636396103067893,10.2533532041729,14.1421356237309,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2001-10-12,NA,NA,NA,NA
"Nick Mullens","JAC","QB","13968","weighted",70.7853949329359,43.8406204335659,0.707600596125186,0.424264068711928,0.0487332339791356,0.0707106781186548,3.02533532041729,1.41421356237309,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-03-21,NA,NA,NA,NA
"Jalen Milroe","SEA","QB","17033","weighted",46.1400894187779,63.6396103067893,0.512667660208644,0.707106781186547,0,0,12.5380029806259,2.12132034355964,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-12-13,NA,NA,NA,NA
"Derrick Henry","BAL","RB","12626","weighted",NA,NA,NA,NA,NA,NA,1517.44704505559,102.992321942314,13.4313048566413,1.14677198595982,1.94321240491516,0.101152493903975,NA,NA,NA,NA,16.3502633118783,2.88418859898986,160.545348156817,29.4006120996531,0.470333528379169,0.50418823144236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1994-01-04,NA,NA,NA,NA
"Jonathan Taylor","IND","RB","14802","weighted",NA,NA,NA,NA,NA,NA,1504.15857226448,61.6922072819456,13.5832065535401,1.54829326765265,1.66866588648332,0.245375792594902,NA,NA,NA,NA,43.59760093622,6.57696836703291,334.599765944997,47.7499239916356,1.50918665886483,0.505174442975325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1999-01-19,NA,NA,NA,NA
"Bijan Robinson","ATL","RB","16161","weighted",NA,NA,NA,NA,NA,NA,1452.4160327677,67.1231037974584,10.4816851960211,2.27014724178585,1.87062609713283,0.0757102074618595,NA,NA,NA,NA,76.2070801638385,5.95889012573755,694.708601521358,67.985563070889,3.36430661205383,0.922388286523503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2002-01-30,NA,NA,NA,NA
"James Cook","BUF","RB","15715","weighted",NA,NA,NA,NA,NA,NA,1414.82504388531,27.9967902122902,11.289760093622,1.57520770368017,2.74915155061439,0.154707273447785,NA,NA,NA,NA,34.8122878876536,3.32227031825219,293.256875365711,29.5065681168325,1.96173200702165,0.0879930741334352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-09-25,NA,NA,NA,NA
"Jahmyr Gibbs","DET","RB","16162","weighted",NA,NA,NA,NA,NA,NA,1346.9678174371,108.755189756333,13.8737273259216,1.27308481219258,1.03036863662961,0.0273099269317185,NA,NA,NA,NA,69.5961380924517,4.90033967788245,577.856641310708,28.658418927543,4.04704505558806,0.706721889466232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2002-03-20,"Q","Back",2026,0
"Saquon Barkley","PHI","RB","13604","weighted",NA,NA,NA,NA,NA,NA,1311.42539496782,65.3367447529461,8.88794616734933,1.42044432598452,1,0,NA,NA,NA,NA,39.4446459918081,5.36466572026616,308.084259801053,43.4582241000678,1.8469280280866,0.351972296533741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1997-02-09,NA,NA,NA,NA
"Ashton Jeanty","LVR","RB","17042","weighted",NA,NA,NA,NA,NA,NA,1135.4722059684,105.829839518684,8.03183148039789,2.36115024968107,0.755822118197776,0.309360708975253,NA,NA,NA,NA,62.0314803978935,6.40030372080801,423.15681685196,56.8189922541866,3.47659449970743,1.74328135608779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-12-02,NA,NA,NA,NA
"Devon Achane","MIA","RB","16167","weighted",NA,NA,NA,NA,NA,NA,1182.53481568169,77.3017024128091,6.87682855471036,1.85896177655563,0.725453481568168,0.298820838637267,NA,NA,NA,NA,65.8119953188999,7.50929364212967,490.971328262142,58.3913833609702,4.00743124634289,1.2360644763736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-10-13,NA,NA,NA,NA
"Javonte Williams","DAL","RB","15256","weighted",NA,NA,NA,NA,NA,NA,1161.81919251024,92.2567391733439,10.4830310122879,0.987449805387952,1.80198946752487,0.140151629645386,NA,NA,NA,NA,34.8175541252194,4.83763584090551,193.107665301346,40.7395418350887,1.40473961380925,0.529017904976402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2000-04-25,NA,NA,NA,NA
"Quinshon Judkins","CLE","RB","17051","weighted",NA,NA,NA,NA,NA,NA,1075.3762434172,147.960190328185,7.61655939145699,1.30071012657681,0.504973668812171,0.350379074113464,NA,NA,NA,NA,36.4172615564658,8.21384904825152,244.190169689877,46.7326301163238,0.838736102984201,0.783610187046532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-10-29,NA,NA,NA,NA
"Josh Jacobs","GB","RB","14073","weighted",NA,NA,NA,NA,NA,NA,1142.359859567,103.688373888722,12.0650672908133,1.29740890134457,1.44552369806905,0.315341166702118,NA,NA,NA,NA,36.2323581041545,4.84224333393682,289.528379169105,29.9209369883867,1.21164423639555,0.432655785420726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1998-02-11,NA,NA,NA,NA
"Kenneth Walker III","KC","RB","15711","weighted",NA,NA,NA,NA,NA,NA,1158.98829724985,68.8627302775247,8.524400234055,1.75194956731589,0.702984201287303,0.210227444468079,NA,NA,NA,NA,43.5902282036279,3.27904590134355,333.581041544763,28.7933022328431,1.52088940901112,0.870856481391769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-10-20,NA,NA,NA,NA
"Omarion Hampton","LAC","RB","17044","weighted",NA,NA,NA,NA,NA,NA,1093.4236395553,116.407219373507,9.76904622586308,0.867271739473531,0.504973668812171,0.350379074113464,NA,NA,NA,NA,52.7552369806905,5.71339718800365,340.717378583967,58.7102105208609,2.01913399648918,0.0439965370667176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-03-16,NA,NA,NA,NA
"Jeremiyah Love","ARI","RB","17472","weighted",NA,NA,NA,NA,NA,NA,1061.29900526624,121.618774468867,7.30046811000585,1.28207742660644,1.86143943826799,0.805871870460968,NA,NA,NA,NA,53.9561146869514,8.22853309640566,411.434757167934,49.0375225050753,1.94259801053248,0.131989611200153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2005-05-31,NA,NA,NA,NA
"Travis Etienne","NO","RB","15253","weighted",NA,NA,NA,NA,NA,NA,1052.35517846694,108.80778636245,6.46413107080164,2.05207217212334,0.65348156816852,0.245265351879425,NA,NA,NA,NA,43.2504388531305,2.55915027265021,333.994733762434,32.0375748257413,2.71866588648332,1.30628472208765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-01-26,NA,NA,NA,NA
"Kyren Williams","LAR","RB","15710","weighted",NA,NA,NA,NA,NA,NA,1142.01111761264,46.4361850933176,10.2713867758923,0.979949854598854,1.95049736688122,0.0350379074113465,NA,NA,NA,NA,33.3018139262727,1.32005080810234,238.310708016384,10.0035065730477,2.35435927442949,0.497916386170673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-08-26,NA,NA,NA,NA
"Breece Hall","NYJ","RB","15708","weighted",NA,NA,NA,NA,NA,NA,1114.719719134,73.3650982613837,6.48285547103569,1.62368354099834,1.7029842012873,0.210227444468079,NA,NA,NA,NA,47.1470450555881,4.72102333344839,414.334113516676,27.4141633340901,2.1733762434172,0.453457334092023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2001-05-31,NA,NA,NA,NA
"Christian McCaffrey","SF","RB","13130","weighted",NA,NA,NA,NA,NA,NA,1077.90754827384,79.2872458671383,8.47519016968988,1.37616526478876,0.893095377413692,0.160939326400894,NA,NA,NA,NA,78.2344060854301,3.00580658071699,690.052077238151,20.6245727386099,4.98870684610884,0.752937439869042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1996-06-07,NA,NA,NA,NA
"Chase Brown","CIN","RB","16181","weighted",NA,NA,NA,NA,NA,NA,1051.55939145699,51.8464975708801,7.63569338794617,1.27325509963932,0.858777062609713,0.197905181560555,NA,NA,NA,NA,65.3012873025161,7.25981839416623,433.45757753072,38.0390455922834,4.12358104154476,0.748142566922878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-03-21,NA,NA,NA,NA
"Bucky Irving","TB","RB","16598","weighted",NA,NA,NA,NA,NA,NA,1033.22235225278,61.6542935326177,6.39806904622586,1.66846462923241,1,0,NA,NA,NA,NA,42.1437682855471,4.29944596481706,355.057343475717,55.5474657326709,2.25868929198362,0.435476488722207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2002-08-19,NA,NA,NA,NA
"D'Andre Swift","CHI","RB","14797","weighted",NA,NA,NA,NA,NA,NA,1007.36512580456,91.67720463216,7.76729081334113,0.839919018174578,0.801989467524868,0.140151629645386,NA,NA,NA,NA,33.2528379169105,3.97413719123768,286.165008777063,28.0971280828725,0.827794031597425,0.395968833600458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1999-01-14,NA,NA,NA,NA
"Tony Pollard","TEN","RB","14085","weighted",NA,NA,NA,NA,NA,NA,1030.91456992393,78.0333145089125,5.51854885898186,0.974681003351978,2.60397893504974,0.280303259290771,NA,NA,NA,NA,32.0296664716208,3.13980703658995,203.978349912229,20.8154180531256,0.221767115272089,0.464660785729318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-04-30,NA,NA,NA,NA
"Jadarian Price","SEA","RB","17473","weighted",NA,NA,NA,NA,NA,NA,866.115857226448,219.664662315013,7.39163253364541,3.33876003465238,1.71293153891164,0.910985592695007,NA,NA,NA,NA,25.0342305441779,4.4134885603321,195.601521357519,35.6820732045447,0.615564657694558,0.544103039118612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-10-09,NA,NA,NA,NA
"J.K. Dobbins","DEN","RB","14800","weighted",NA,NA,NA,NA,NA,NA,959.720304271504,100.28785943983,6.0489760093622,0.975052209882673,0.702984201287303,0.210227444468079,NA,NA,NA,NA,21.8648917495611,6.40201949141693,117.777647747221,35.9256571003148,0.509947337624342,0.50278156520109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-12-17,NA,NA,NA,NA
"TreVeyon Henderson","NE","RB","17043","weighted",NA,NA,NA,NA,NA,NA,917.946752486834,92.9039992270912,7.68314803978935,0.833116625939263,0.752486834406085,0.175189537056732,NA,NA,NA,NA,39.2621416032768,5.85499200689553,270.47922761849,42.5348389050406,1.40473961380925,0.529017904976402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-10-22,NA,NA,NA,NA
"Cam Skattebo","NYG","RB","17045","weighted",NA,NA,NA,NA,NA,NA,989.492100643651,99.8615814236999,8.03142188414277,1.52374866306872,1.85149210064365,0.105113722234039,NA,NA,NA,NA,47.045757753072,3.6893089518593,378.253949678174,20.2036546896831,2.68958455236981,0.975166278564485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-02-05,NA,NA,NA,NA
"Bhayshul Tuten","JAC","RB","17052","weighted",NA,NA,NA,NA,NA,NA,952.757753071972,110.913523206675,8.01386775892335,2.01004256820831,1.66342890579286,0.946023500106354,NA,NA,NA,NA,31.0848449385606,10.1268056967669,237.45523698069,82.9133006154495,2.31492100643651,0.990640357173512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-02-14,NA,NA,NA,NA
"David Montgomery","HOU","RB","14071","weighted",NA,NA,NA,NA,NA,NA,947.186658864833,62.1604270178419,7.72317144528964,1.33910535706707,0.851492100643651,0.105113722234039,NA,NA,NA,NA,30.7162668227033,2.95180095029716,229.619075482738,16.7519590710466,0.856114686951434,0.497452021646165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-06-07,NA,NA,NA,NA
"Rico Dowdle","PIT","RB","14823","weighted",NA,NA,NA,NA,NA,NA,886.640725570509,74.6272296860027,5.68215330602692,1.41842633910882,1.19801053247513,0.140151629645386,NA,NA,NA,NA,33.4622001170275,3.95491213755174,242.727325921592,38.0232311069035,1.43265067290813,0.518441799052023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-06-14,NA,NA,NA,NA
"Jordan Mason","MIN","RB","15972","weighted",NA,NA,NA,NA,NA,NA,812.177296664716,78.6798568898287,5.84792276184903,1.54893544537824,0.752486834406085,0.175189537056732,NA,NA,NA,NA,15.442480983031,3.39987177493943,82.0403744880047,25.1611839422719,0.0574019894675249,0.131989611200153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-05-24,NA,NA,NA,NA
"Jaylen Warren","PIT","RB","15742","weighted",NA,NA,NA,NA,NA,NA,796.471035693388,110.488061994167,4.72919836161498,0.690530987973028,0.504973668812171,0.350379074113464,NA,NA,NA,NA,43.4526623756583,4.86505763991187,332.768870684611,27.4521274780023,1.6735517846694,0.47413798229207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1998-11-01,NA,NA,NA,NA
"Chuba Hubbard","CAR","RB","15261","weighted",NA,NA,NA,NA,NA,NA,817.133411351668,44.9504694121035,5.689760093622,1.24646014934574,1.65348156816852,0.245265351879425,NA,NA,NA,NA,35.3458162668227,3.16480023567287,245.35283791691,36.4481160338839,1.59391456992393,0.897414024275574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-06-11,NA,NA,NA,NA
"Jacory Croskey-Merritt","WAS","RB","17256","weighted",NA,NA,NA,NA,NA,NA,796.099473376243,56.356263944973,7.1612638970158,0.783610187046532,1.60397893504974,0.280303259290772,NA,NA,NA,NA,13.5182562902282,4.7750252062455,92.6067875950849,31.2229959482538,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2001-04-12,NA,NA,NA,NA
"Kyle Monangai","CHI","RB","17066","weighted",NA,NA,NA,NA,NA,NA,773.413107080164,107.983558246205,4.76026916325336,0.857911242690665,0.504973668812171,0.350379074113464,NA,NA,NA,NA,23.4184903452311,3.44431161257733,200.277355178467,28.6909760786838,0.38560561732007,0.544412331465575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-06-06,NA,NA,NA,NA
"Jonathon Brooks","CAR","RB","16597","weighted",NA,NA,NA,NA,NA,NA,688.743709771796,126.568401851966,3.43592744294909,1.91929638178974,1.95049736688122,0.0350379074113465,NA,NA,NA,NA,26.5998244587478,6.49199853129859,190.954359274429,38.7725213458086,0.615564657694558,0.544103039118612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2003-07-21,NA,NA,NA,NA
"Blake Corum","LAR","RB","16593","weighted",NA,NA,NA,NA,NA,NA,774.346986541837,52.1504640030924,5.83990637799883,1.21561260511197,0.504973668812171,0.350379074113464,NA,NA,NA,NA,12.6863077823288,4.09401650270023,84.2738443534231,30.5935328354848,0.192510239906378,0.440989337712457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2000-11-25,NA,NA,NA,NA
"Rhamondre Stevenson","NE","RB","15259","weighted",NA,NA,NA,NA,NA,NA,728.459918080749,34.3698527013866,6.14154476301931,1.24544947793059,2.65348156816852,0.245265351879425,NA,NA,NA,NA,36.4468695143359,1.80720216148751,308.152720889409,38.6688142386944,1.89303686366296,0.59101280702455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-02-23,NA,NA,NA,NA
"Aaron Jones","MIN","RB","13319","weighted",NA,NA,NA,NA,NA,NA,663.722644821533,95.2605395176388,3.2581041544763,0.820011951021056,1.85149210064365,0.105113722234039,NA,NA,NA,NA,37.2297834991223,6.36414025524268,268.104739613809,54.7263584445999,1.41293153891164,0.530781030367302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1994-12-02,NA,NA,NA,NA
"RJ Harvey","DEN","RB","17068","weighted",NA,NA,NA,NA,NA,NA,538.212404915155,118.836800805168,4.96097132826214,1.00605191913095,0.801989467524868,0.140151629645386,NA,NA,NA,NA,47.4364540667057,3.10896393370149,348.84961966062,18.1998265931666,3.70871854885898,0.995832772341345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2001-02-04,NA,NA,NA,NA
"Woody Marks","HOU","RB","17053","weighted",NA,NA,NA,NA,NA,NA,588.119953188999,76.9282890133399,2.64429490930369,0.486251315060706,0.950497366881217,0.0350379074113464,NA,NA,NA,NA,24.8008191925102,4.27187197023761,199.506143943827,27.3849750837701,1.69133996489175,0.843055173979318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2000-12-29,NA,NA,NA,NA
