"Row","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_att","rush_att_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","return_yds","return_yds_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","birthdate","draft_year","injury_status","injury_details","season_year","week"
"182","Isaiah Davis","NYJ","RB","16752","robust",NA,NA,NA,NA,NA,NA,29.6605853976504,8.8956,158.875,68.1996,0.5,1.18608,0,0,0,NA,0,NA,6.5,1.63086,46.25,15.27078,0.0528164419312745,0,275,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-02-21,2024,"Q","Ankle",2025,0
"183","Jeremy McNichols","WAS","RB","13143","robust",NA,NA,NA,NA,NA,NA,31.175,11.8608,134.65,64.78962,1.75,0.96369,0,0,0,NA,0,NA,2.85,0.7413,16.575,7.413,0,0,161,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-12-26,2017,NA,NA,NA,NA
"184","Carson Steele","KC","RB","16612","robust",NA,NA,NA,NA,NA,NA,51.375,21.34944,152.55,80.0604,0.4,0.44478,1.875,1.18608,0,NA,0,NA,7.775,0,32,1.4826,0.025,0,180,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-10-21,2024,NA,NA,NA,NA
"185","Ronnie Rivers","LAR","RB","15726","robust",NA,NA,NA,NA,NA,NA,41.7,14.826,146.7,83.47038,0.25,0.37065,0,0,NA,NA,NA,NA,3.05,4.07715,13.15,16.08621,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-01-31,2022,"Q","Ribs",2025,0
"186","Ameer Abdullah","SF","RB","12155","robust",NA,NA,NA,NA,NA,NA,28.75,4.4478,146.075,56.3388,0.825,0,0,0,0,NA,0,NA,10.675,7.85778,81.175,67.16178,0.825,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-06-13,2015,"Q","Ribs",2025,0
"187","Clyde Edwards-Helaire","NO","RB","14803","robust",NA,NA,NA,NA,NA,NA,29.675,10.08168,105.7,109.11936,0.5,0.7413,0.05,0.07413,0,NA,0,NA,2.625,0.14826,19,5.9304,0.05,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"188","Chris Brooks","GB","RB","16387","robust",NA,NA,NA,NA,NA,NA,23.35,16.16034,111.5,86.13906,0.5,0.29652,0,0,0,NA,0,NA,4.65,1.4826,31.5,8.1543,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-01-11,2023,NA,NA,NA,NA
"189","Sincere McCormick","LVR","RB","15743","robust",NA,NA,NA,NA,NA,NA,25.5,1.70499,112.425,8.82147,0.85,0.14826,0.05,0.037065,0,NA,0,NA,5.75,1.26021,41.5,11.19363,0,0,110,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-09-10,2022,NA,NA,NA,NA
"190","Amar Johnson","GB","RB","17272","robust",NA,NA,NA,NA,NA,NA,35,0,164,0,1,0,0,0,NA,NA,NA,NA,2,0,26,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,NA,NA,NA,NA
"191","Tyler Goodson","IND","RB","15730","robust",NA,NA,NA,NA,NA,NA,25.675,9.48864,126.75,29.652,0.525,0.14826,0,0,0,NA,0,NA,6.6,1.03782,41.325,2.52042,0.9,0.44478,281,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,NA,NA,NA
"192","Michael Carter","ARI","RB","15258","robust",NA,NA,NA,NA,NA,NA,20.35,15.93795,100.6,88.06644,0.1,0.14826,0,0,NA,NA,NA,NA,11.8,7.70952,60.95,23.79573,0.55,0.37065,308,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"193","Damien Martinez","SEA","RB","17054","robust",NA,NA,NA,NA,NA,NA,21.7925577234387,4.02508783845957,124.25,35.5824,0.9,0,0,0,0,NA,0,NA,4,1.4826,29.5,10.3782,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-01-31,2025,NA,NA,NA,NA
"194","Kalel Mullings","TEN","RB","17050","robust",NA,NA,NA,NA,NA,NA,14.0811905048801,0.59304,96.5,79.3191,0.55,0.59304,0,0,0,NA,0,NA,3,1.4826,21.9,10.08168,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-10-04,2025,NA,NA,NA,NA
"195","Israel Abanikanda","GB","RB","16168","robust",NA,NA,NA,NA,NA,NA,24.15,16.08621,99.4,66.12396,0.7,0.44478,0,0,NA,NA,NA,NA,1.65,0.51891,13.85,4.67019,0.05,0.07413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-10-05,2023,NA,NA,NA,NA
"196","Rasheen Ali","BAL","RB","16746","robust",NA,NA,NA,NA,NA,NA,13.3137376237624,7.70952,83.4,72.35088,0.55,0.59304,0,0,0,NA,0,NA,1.95,0.88956,14.6,7.85778,0.05,0.07413,261,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-02-16,2024,"Q","Undisclosed",2025,0
"197","Craig Reynolds","DET","RB","14727","robust",NA,NA,NA,NA,NA,NA,24,5.1891,104.5,25.2042,0.025,0,0,0,0,NA,0,NA,4.425,1.92738,41.725,19.12554,0.1,0,256,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"198","Patrick Taylor","SF","RB","14817","robust",NA,NA,NA,NA,NA,NA,29.15,0.0741299999999984,100.3,15.86382,0.4,0,0,0,NA,NA,NA,NA,3.65,1.11195,30.25,12.97275,0.1,0.14826,413,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA
"199","Dare Ogunbowale","HOU","RB","13148","robust",NA,NA,NA,NA,NA,NA,11.425,6.52344,49.5,22.31313,0,0,0,0,0,NA,0,NA,9.2,3.48411,79.5,32.91372,0.15,0.14826,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA
"200","Raheem Blackshear","CAR","RB","15973","robust",NA,NA,NA,NA,NA,NA,28.75,2.44629,90.4,5.33736,0.25,0.37065,0.25,0.37065,NA,NA,NA,NA,4.85,3.03933,33.8,19.57032,0.05,0.07413,1024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-06-05,2022,NA,NA,NA,NA
"201","LeQuint Allen","JAC","RB","17061","robust",NA,NA,NA,NA,NA,NA,12.3437215487086,8.61769686376923,74.975,4.4478,0.55,0.59304,0,0,0,NA,0,NA,3.5,1.4826,25.5,11.8608,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-08-05,2025,NA,NA,NA,NA
"202","Hassan Haskins","LAC","RB","15720","robust",NA,NA,NA,NA,NA,NA,23.25,11.49015,59.5,36.3237,0.65,0.51891,0,0,NA,NA,NA,NA,1.65,0.51891,19.85,9.11799,0.65,0.51891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-11-26,2022,NA,NA,NA,NA
"203","Trey Sermon","PIT","RB","15257","robust",NA,NA,NA,NA,NA,NA,16.65,17.27229,48.9,41.66106,0.35,0.37065,0,0,NA,NA,NA,NA,3.6,2.9652,25.25,20.38575,0.05,0.07413,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"204","Travis Homer","CHI","RB","14083","robust",NA,NA,NA,NA,NA,NA,14.55,11.34189,53.8,26.39028,0.15,0.22239,0,0,NA,NA,NA,NA,2.35,1.40847,15,14.826,0.05,0.07413,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,"Q","Calf",2025,0
"205","Carlos Washington","ATL","RB","16864","robust",NA,NA,NA,NA,NA,NA,10.3,15.27078,43,41.5128,0,0,0.3,0.44478,NA,NA,NA,NA,1.95,2.14977,12.75,13.71405,0,0,372,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-12-26,2023,NA,NA,NA,NA
"206","Jordan Mims","TEN","RB","16424","robust",NA,NA,NA,NA,NA,NA,11.1,5.48562,42.55,28.98483,0.15,0.22239,0,0,NA,NA,NA,NA,3.1,1.63086,27.05,19.19967,0.05,0.07413,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-05-16,2023,NA,NA,NA,NA
"207","Hunter Luepke","DAL","RB","16391","robust",NA,NA,NA,NA,NA,NA,9.1,2.66868,31.9,16.90164,0.025,0,0,0,0,NA,0,NA,6.7,1.63086,48.975,4.59606,0.025,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-02-28,2023,NA,NA,NA,NA
"208","Tyler Badie","DEN","RB","15718","robust",NA,NA,NA,NA,NA,NA,4.8,7.11648,33.75,34.47045,0,0,1.25,1.85325,NA,NA,NA,NA,0.25,0.37065,1.75,2.59455,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-02-07,2022,NA,NA,NA,NA
"209","Eric Gray","NYG","RB","16173","robust",NA,NA,NA,NA,NA,NA,10.8,1.63086,33.85,13.12101,0.1,0.14826,0.45,0.07413,NA,NA,NA,NA,3.85,2.89107,24.7,15.27078,0.05,0.07413,435,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-11-04,2023,"O","Undisclosed",2025,0
"210","Deuce Vaughn","DAL","RB","16176","robust",NA,NA,NA,NA,NA,NA,12.35,4.96671,35.2,0.296519999999999,0.05,0.07413,0,0,NA,NA,NA,NA,4.05,1.40847,32.6,16.90164,0.05,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-11-02,2023,NA,NA,NA,NA
"211","Kyle Juszczyk","SF","RB","11367","robust",NA,NA,NA,NA,NA,NA,5.35,1.03782,26.5,10.08168,0.65,0.650731791044776,0.466666666666667,0.09884,0,NA,0,NA,16.75,6.07866,163,68.64438,1.1,0.88956,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991-04-23,2013,"Q","Achilles",2025,0
"212","Alec Ingold","MIA","RB","14420","robust",NA,NA,NA,NA,NA,NA,10.8,2.2239,21.975,0.7413,0.7,0.59304,0.45,0.34594,0,NA,0,NA,8.6,1.4826,62.5,8.37669,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,"Q","Concussion",2025,0
"213","Sione Vaki","DET","RB","16678","robust",NA,NA,NA,NA,NA,NA,6.35,9.41451,19.25,21.86835,0,0,0,0,NA,NA,NA,NA,1.4,1.33434,18.75,22.60965,0,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-07-30,2024,"Q","Leg",2025,0
"214","Julius Chestnut","TEN","RB","15965","robust",NA,NA,NA,NA,NA,NA,10.8,1.33434,29.15,1.70499,0.05,0.07413,0,0,NA,NA,NA,NA,2.75,2.44629,25.3,9.34038,0.1,0.14826,467,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-10-26,2022,NA,NA,NA,NA
"215","DeeJay Dallas","ARI","RB","14815","robust",NA,NA,NA,NA,NA,NA,6.25,0.66717,22.1,0.148259999999999,0.05,0.07413,0.25,0.37065,NA,NA,NA,NA,1.8,2.07564,10.7,15.86382,0.25,0.22239,658,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"216","Darrynton Evans","BUF","RB","14808","robust",NA,NA,NA,NA,NA,NA,6.1,1.4826,16.65,6.89409,0.05,0.07413,0,0,NA,NA,NA,NA,0.95,1.40847,7.65,11.34189,0.05,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"217","C.J. Ham","MIN","RB","12923","robust",NA,NA,NA,NA,NA,NA,2.85,1.4826,13.55,8.00604,1.075,1.03782,0,0,0,NA,0,NA,7.45,1.03782,48.7,10.67472,0.025,0,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-07-22,2016,NA,NA,NA,NA
"218","Michael Burton","DEN","RB","12325","robust",NA,NA,NA,NA,NA,NA,8.075,1.03782,10.65,5.33736,0.95,0.29652,0,0,0,NA,0,NA,8.725,1.63086,58.4,2.9652,0.65,0.29652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-02-01,2015,"Q","Undisclosed",2025,0
"219","Terrell Jennings","NE","RB","16957","robust",NA,NA,NA,NA,NA,NA,3.75,2.00151,11.05,1.40847,0.05,0.07413,0,0,NA,NA,NA,NA,0.95,1.40847,7.3,10.82298,0.05,0.07413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-03-01,2024,NA,NA,NA,NA
"220","Patrick Ricard","BAL","RB","13455","robust",NA,NA,NA,NA,NA,NA,2.15,2.89107,5.75,8.52495,0.05,0.07413,0,0,NA,NA,NA,NA,3.4,0,29,1.4826,0.4,0.14826,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-05-27,2017,NA,NA,NA,NA
"221","Justin Jefferson","MIN","WR","14836","robust",NA,NA,NA,NA,NA,NA,0.875,0.0926625,2.48333333333333,3.7065,0,0,0.4,0.14826,0,NA,0,NA,105.85,6.81996,1524.25,122.3145,9.675,0.963689999999998,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,"Q","Hamstring",2025,0
"222","Ja'Marr Chase","CIN","WR","15281","robust",NA,NA,NA,NA,NA,NA,2.32,1.008168,16.8071428571429,5.41149,0,0,0.4,0.14826,0,NA,0,NA,118.875,2.74281,1569.15,67.9030799999999,13,2.59455,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"223","Puka Nacua","LAR","WR","16211","robust",NA,NA,NA,NA,NA,NA,11.85,NA,66.6857142857143,6.31164,0.625472810330352,0.518209011404221,0.4,0.14826,0,NA,0,NA,109.75,6.15279,1430.5,108.15567,6.9,0.29652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-05-29,2023,NA,NA,NA,NA
"224","CeeDee Lamb","DAL","WR","14832","robust",NA,NA,NA,NA,NA,NA,8.42,0.889559999999999,64.4035714285714,20.0151,0.235714285714286,0.22239,1.1125,0.111195,0,NA,0,NA,114.825,3.03933,1414.425,66.1980900000001,8.9,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"225","Malik Nabers","NYG","WR","16615","robust",NA,NA,NA,NA,NA,NA,3.32,1.008168,14.1071428571429,11.90316,0,0,0.4,0.14826,0,NA,0,NA,110.75,8.30256,1340.4,117.8667,9.2,1.33434,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-07-28,2024,"Q","Shoulder",2025,0
"226","Brian Thomas Jr.","JAC","WR","16618","robust",NA,NA,NA,NA,NA,NA,4.5,NA,34.5392857142857,13.38576,0,0,0.4,0.14826,0,NA,0,NA,91.8,5.48562,1311.5,74.4265200000001,9.65,2.2239,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-10-08,2024,NA,NA,NA,NA
"227","Amon-Ra St. Brown","DET","WR","15287","robust",NA,NA,NA,NA,NA,NA,2.58,0.622692,16.1714285714286,5.9304,0.00833333333333333,0,0.98125,0.0185325,0,NA,0,NA,112.25,8.1543,1298.25,53.0770799999999,9.475,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"228","A.J. Brown","PHI","WR","14104","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,NA,0,NA,86.525,4.59606,1272,100.8168,8.625,0.815430000000001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,"Q","Hamstring",2025,0
"229","Nico Collins","HOU","WR","15290","robust",NA,NA,NA,NA,NA,NA,0,0,2.575,2.34745,0.03,0.044478,0.375,0.0926625,0,NA,0,NA,92,4.4478,1345.25,81.17235,10,2.2239,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"230","Ladd McConkey","LAC","WR","16627","robust",NA,NA,NA,NA,NA,NA,0,0,0.891666666666667,1.16137,0,0,0.425,0.2038575,0,NA,0,NA,90,4.4478,1230.95,63.9000599999999,8.05,1.11195,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,"Q","Undisclosed",2025,0
"231","Drake London","ATL","WR","15751","robust",NA,NA,NA,NA,NA,NA,0.31875,0.0185325,0.808333333333333,1.4826,0,0,0.4,0.14826,0,NA,0,NA,95.575,2.07564,1229,50.9273099999999,8.075,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-07-24,2022,NA,NA,NA,NA
"232","Tyreek Hill","MIA","WR","12801","robust",NA,NA,NA,NA,NA,NA,6.95951965986328,NA,42.325,4.41603,0.00723738626964433,0,0.5625,0.0370649999999999,0,NA,0,NA,93.5,1.63086,1187.15,38.9923799999999,7.975,0.370649999999999,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-03-01,2016,"Q","Oblique",2025,0
"233","Davante Adams","LAR","WR","11675","robust",NA,NA,NA,NA,NA,NA,0.31875,0.0185325,1.5,2.2239,0,0,0.375,0.0926625,0,NA,0,NA,85.425,5.48562,1115.75,97.1103,8.8,1.77912,82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-12-24,2014,NA,NA,NA,NA
"234","Jaxon Smith-Njigba","SEA","WR","16185","robust",NA,NA,NA,NA,NA,NA,3.72,1.03782,24.675,8.1543,0,0,0.4,0.14826,0,NA,0,NA,95.65,6.6717,1128.825,37.2873900000001,7.15,1.18608,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-02-14,2023,NA,NA,NA,NA
"235","Jerry Jeudy","CLE","WR","14833","robust",NA,NA,NA,NA,NA,NA,0.31875,0.0185325,3.9,4.4478,0,0,0.475,0.0926625,0,NA,0,NA,81.625,6.30105,1094.5,131.9514,4.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"236","Terry McLaurin","WAS","WR","14109","robust",NA,NA,NA,NA,NA,NA,1.485,0.66717,5.73571428571429,3.83358,0,0,0.9,0,0,NA,0,NA,82,5.1891,1120.25,62.2692,9,2.9652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,"O","Ankle",2025,0
"237","Tee Higgins","CIN","WR","14835","robust",NA,NA,NA,NA,NA,NA,0,0,0.3,0.44478,0,0,0.95,0.0370649999999999,0,NA,0,NA,85.65,6.81996,1128.225,88.956,9.5,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,NA,NA,NA,NA
"238","D.J. Moore","CHI","WR","13635","robust",NA,NA,NA,NA,NA,NA,9,NA,56.0714285714286,8.2602,0.0496736254888429,0.0599446296296296,1.1125,0.111195,0,NA,0,NA,90.425,7.413,1060.75,58.11792,6.525,0.296519999999999,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-04-14,2018,NA,NA,NA,NA
"239","Tetairoa McMillan","CAR","WR","17071","robust",NA,NA,NA,NA,NA,NA,1.125,0.4633125,9.85,3.40998,0,0,1.2,0,0,NA,0,NA,73.4,4.96671,938.05,59.45226,6,0.51891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-04-05,2025,NA,NA,NA,NA
"240","Courtland Sutton","DEN","WR","13630","robust",NA,NA,NA,NA,NA,NA,0.1875,0.185325,0.86,0.770952,0,0,1,0,0,NA,0,NA,77.425,2.9652,1028.075,26.6868,8,1.03782,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-10-10,2018,NA,NA,NA,NA
"241","Marvin Harrison Jr.","ARI","WR","16614","robust",NA,NA,NA,NA,NA,NA,0,0,1.88333333333333,2.61926,0,0,0.98125,0.0185325,0,NA,0,NA,79.7,4.00302,1101.5,76.4280299999999,8.075,1.70499,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-08-11,2024,NA,NA,NA,NA
"242","Brandon Aiyuk","SF","WR","14840","robust",NA,NA,NA,NA,NA,NA,0.375,0.37065,7.74,5.9304,0,0,0.6,0.14826,0,NA,0,NA,49.4,7.26474,743.5,157.00734,4.2,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,"O","Knee - ACL + MCL",2025,0
"243","DK Metcalf","PIT","WR","14102","robust",NA,NA,NA,NA,NA,NA,0,0,1.1,1.4826,0,0,1.575,0.2038575,0,NA,0,NA,75.925,4.37367,1132.5,52.6323,7.5,0.44478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2019,NA,NA,NA,NA
"244","Travis Hunter","JAC","WR","17074","robust",NA,NA,NA,NA,NA,NA,4.28,0.711648,20.4,13.3434,0.0916666666666667,0.07413,1.13333333333333,0,0,NA,0,NA,73.7,10.97124,968.25,115.49454,5.8,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-05-18,2025,NA,NA,NA,NA
"245","Garrett Wilson","NYJ","WR","15753","robust",NA,NA,NA,NA,NA,NA,2.58,0.622692,13.1035714285714,15.5673,0,0,1.575,0.2038575,0,NA,0,NA,95.25,8.8956,1117.25,44.5521299999999,6.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-07-22,2022,NA,NA,NA,NA
"246","DeVonta Smith","PHI","WR","15282","robust",NA,NA,NA,NA,NA,NA,0.31875,0.0185325,1.475,1.40847,0,0,0.525,0.0185325,0,NA,0,NA,82.75,6.07865999999999,1003.675,42.77301,7.5,1.63086,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,NA,NA,NA,NA
"247","Mike Evans","TB","WR","11671","robust",NA,NA,NA,NA,NA,NA,0,0,0.5,0.7413,0,0,0.375,0.0926625,0,NA,0,NA,78.3,2.9652,1073.85,49.9636200000001,10,1.40847,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-08-21,2014,NA,NA,NA,NA
"248","Jameson Williams","DET","WR","15756","robust",NA,NA,NA,NA,NA,NA,8.7,NA,71.6214285714286,8.95913999999999,1,0,0.375,0.0926625,0,NA,0,NA,62.85,3.40998,988.3,48.1845,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-03-26,2022,NA,NA,NA,NA
"249","Calvin Ridley","TEN","WR","13629","robust",NA,NA,NA,NA,NA,NA,6.2396737223772,NA,39.5,5.63388,0.300515830015309,0.424780073706875,0.925,0.0185325,0,NA,0,NA,71.475,2.07564000000001,1065.75,72.6474,6.5,1.40847,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-12-20,2018,NA,NA,NA,NA
"250","Rashee Rice","KC","WR","16194","robust",NA,NA,NA,NA,NA,NA,1.62,0.563388,8.65,5.78214,0.0833333333333333,0,0.65,0.037065,0,NA,0,NA,80.45,13.78818,942.55,140.69874,7,0.7413,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-04-22,2023,"Q","Groin",2025,0
"251","Chris Olave","NO","WR","15754","robust",NA,NA,NA,NA,NA,NA,0.31875,0.0185325,3.96666666666667,3.11346,0,0,1.1,0.0741300000000001,0,NA,0,NA,76.05,6.07866,968.975,64.4931,5,1.4826,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-06-27,2022,"Q","Ankle",2025,0
"252","Chris Godwin","TB","WR","13163","robust",NA,NA,NA,NA,NA,NA,1.64,0.533736,10.5321428571429,3.78063,0.0666666666666667,0,0.4,0.14826,0,NA,0,NA,75.25,14.23296,865.35,214.2357,5.55,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-02-27,2017,"O","Ankle",2025,0
"253","Matthew Golden","GB","WR","17075","robust",NA,NA,NA,NA,NA,NA,1.675,0.2409225,19.9666666666667,10.52646,0,0,1.13333333333333,0,0,NA,0,NA,60.925,11.19363,873.1,136.84398,6.45,0.889559999999999,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-08-01,2025,NA,NA,NA,NA
"254","Zay Flowers","BAL","WR","16190","robust",NA,NA,NA,NA,NA,NA,8.28440662444093,NA,53.8,5.04084,0.0557236702691248,0.0722763572790845,0.55,0.037065,0,NA,0,NA,75.75,8.1543,1038.35,36.5460900000001,6.15,0.222390000000001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-09-11,2023,NA,NA,NA,NA
"255","Rome Odunze","CHI","WR","16616","robust",NA,NA,NA,NA,NA,NA,2.26,0.7413,14.6071428571429,7.7307,0,0,1.075,0.0741300000000001,0,NA,0,NA,71.9,10.3782,951.75,97.62921,6,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-03,2024,NA,NA,NA,NA
"256","George Pickens","DAL","WR","15762","robust",NA,NA,NA,NA,NA,NA,1.6,0.59304,9.47857142857143,7.26474,0,0,0.9,0,0,NA,0,NA,69.85,2.52042,1013.5,46.7019,6.85,0.44478,67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-03-04,2022,NA,NA,NA,NA
"257","Cooper Kupp","SEA","WR","13164","robust",NA,NA,NA,NA,NA,NA,1.46,0.459606,8.27857142857143,8.55672,0,0,0.4,0.14826,0,NA,0,NA,73.025,8.1543,823.225,119.27517,5.05,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993-06-15,2017,NA,NA,NA,NA
"258","Jaylen Waddle","MIA","WR","15284","robust",NA,NA,NA,NA,NA,NA,2.91529843729662,NA,16.5,4.4478,0.00882749326145553,0,0.375,0.0926625,0,NA,0,NA,77.625,4.4478,996.25,40.62324,5.45,1.4826,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2021,"Q","Undisclosed",2025,0
"259","Jordan Addison","MIN","WR","16186","robust",NA,NA,NA,NA,NA,NA,1.78,0.326172,12.825,6.00453,0.245833333333333,0.358295,0.35,0.037065,0,NA,0,NA,61.175,3.92889,801.1,50.11188,6.575,0.88956,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-01-27,2023,"S","Suspension",2025,0
"260","Darnell Mooney","ATL","WR","14974","robust",NA,NA,NA,NA,NA,NA,0.1875,0.185325,2.075,1.90267,0,0,0.375,0.0926625,0,NA,0,NA,61.5,3.11346,889.85,66.717,4.5,0.14826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-01-01,2020,"Q","Shoulder",2025,0
"261","Ricky Pearsall","SF","WR","16622","robust",NA,NA,NA,NA,NA,NA,4.97325521854457,NA,46.75,20.0151,0.108832417582418,0.100398630769231,0.4,0.14826,0,NA,0,NA,60.925,10.60059,812.75,160.1208,5,1.4826,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-09-09,2024,NA,NA,NA,NA
